Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
260,B00473RWXY,AE508CW7ON3EP,armommi,0,0,5,1348444800,Great for Gluten-free lifestyle!!,had this shipped to my sister who follows a glutenfree eating plan and she reports that it is very versatile and easier than grinding almonds for a crispy crust on chicken and fish filets also uses it in place of bread crumbs in meatloaf and meatballs  stays moist when added in place of wheat flour in baking too good product good value
261,B002MV23XM,A2M6O8YORUA8PW,Shirley Sacks,1,1,5,1337040000,my dog loves these,these are healthy and my mixed llasa tibetan terrier adores them and they are healthy and his breath doesnt smell and his teeth are in good shape because of such products a great healthy product
262,B002MV23XM,AQ7QJ1GWE2BSR,"Alydar ""alydar""",1,1,5,1298592000,YUMMY,a great healthy chew for my 9 wk old beagle rio he loves the taste and it sure beats my arm
263,B000LKZK7C,A3AER90E4ZWVN6,Al Abubakr Douglas,2,2,5,1196726400,sugar in the raw,i really enjoy this product i had such a hard time finding it affordable in the store once i found it i look no further its the only sugar i use  thanks so much
264,B000LKZK7C,A25YQEBU2FAD3M,Scott Dixon,4,5,3,1295222400,Manufacturing Problems Diminish Product,i have used and liked sugar in the raw for many years after being introduced to it in a starbucks my most recent purchase however was disappointing the sugar was lighter in color and had a crystal size maybe 14th of the regular size having large crystals was something i always really liked about sugar in the raw it enhanced the quality of mixed drinks and of lattes i called their hotline to complain and was told that they had had a problem with their recent sugar crop and that the result was less molasses in the sugar they have had many complaints of a similar nature this they claimed also reduced the crystal size they said this problem should go away with their newer crop the representative said that the newcrop sugar will have a 610 digit date code without any spaces that ends with a 1 and no letters the trailing digits are a date code using the julian calendar my recent badpurchase had a space after the initial sequence of numbers and then ended with a 51a bottom line their current product is not much better than much cheaper products when they get a better crop ill go back to purchasing sugar in the raw
265,B000LKZK7C,A1T14KXM4GH14A,Karen Keauhou Chun,6,8,5,1339804800,Good product but terrible agricultural practices,sugar in the rawtm please harvest cane wo burningbr to be delivered to hcsbr dear sugar in the raw folksbr br we who buy your product care about the environment and wed like to know that you care too when you burn the cane fields on maui it adds to the co2 and worsens climate change and the smoke from your burning is damaging the lungs of your workers your workers children and the residents of mauibr br we love your product and want you to change to noburn harvesting so we can continue to buy it knowing we arent contributing to global warming and lung diseasebr br
266,B000LKZK7C,A1H9VU1FACOXLN,LK,1,1,5,1228089600,Sugar in the raw,love this sugar  i also get muscavado sugar and they are both great to use in place of regular white sugar recommend
267,B000LKZK7C,AWJ1Z81HHB0MY,Zots,1,1,5,1217635200,Sugar in the raw,product is exactly as advertised  what a savings  at least half the retail price easy to store because of the individual packaging
268,B000LKZK7C,A2NP8RNW9T5BQF,A. Brazhnykova,0,0,1,1343952000,Lie!!!!,i used to buy this sugar for years i do not eat much sugar but still this sugar is called turbinado sugar but is misleading i picked this brand just because it says real turbinado sugar and other brands in the local food store that their sugar is brown because it is colored with caramel or somethingbr br how did i find out i needed just a sweet water few days ago i put this sugar in the raw in the glass the water became brown and on the bottom of the glass i got just pure white sugar crystals what a shame on the producer u can try to put this sugar in your mouth and after few seconds you will spit out pure white crystals as wellbr br im just wondering if the consumers can hold the company liable for such a practice
269,B000LKZK7C,A2JRK3K99168A1,djn,0,0,4,1336089600,It's sugar..,its just sugar in the raw its flavor profile is much better then white sugar and its suppose to be better for you or something i just wish the bags were resealable
270,B000LKZK7C,A1L4RDILGM7D9E,Paula,0,0,4,1312934400,Excellent but not perfect,this is a delicious sugar it has a pretty light brown color and delicious aroma but the granules are quite big however  bigger than plain refined sugar this makes is difficult to cream butter and sugar together but if you use it in a recipe where you will melt the sugar first before baking it or if you use it to brew beer and plan to boil it to melt it it is a great product it would be the perfect sugar if only the granules were a bit finer
271,B000LKZK7C,A2VUB6YYTF234O,Anel Lopez,0,0,4,1302739200,Good product,i only use raw sugar it did seem a little smaller than the normal crystals but it is still good will buy again
272,B000LKZK7C,A21BLUM0I2Y3MW,Chipper,0,0,5,1297814400,You'll never use white sugar again.,this sugar is very good  use this in your coffee cereal etc for a week and youll never go back to white sugar white sugar will taste terrible  plus from what ive read this raw sugar contains a lot of minerals that are missing in our dietsbr br the product was delivered fast and wellpackaged  my only complaint is the price  i wish i could find raw sugar cheaper  i would be happy to buy in bulk but this is the cheapest i have found
273,B000LKZK7C,A1VKNACW03M5H7,Patilo,0,0,3,1296950400,Thanks for the review Scott,i thought this was a great buy but as noted by scott d the molasses content was not up to par  i loved the higher molasses content sugar in the raw  unfortunately what i purchased recently does not have the higher molasses content and i have twelve 24 ounce bags  i guess ill watch for the next crop
274,B000LKZK7C,A2582KMXLK2P06,B. E Jackson,0,0,5,1296777600,great,i really love this sugar and pricewise its much cheaper to buy it here on amazon compared to anywhere else
275,B000LKZK7C,A34HSMRAQY5XKX,"Nori Silverrage ""Nori""",0,0,5,1285718400,Awesome Sugar!,love this sugar it tastes so much better and isnt as overly sweet tasting as regular sugar weve used it in quite a few baking items and they always turn out very good the price that amazon has this set at is very good to and makes it easy to use this for everyday stuff
276,B000LKZK7C,AUUWUS51SMMT4,R. Symansky,0,0,4,1260835200,Great product - weak packaging,cant say anything bad about sugar in the raw  i like it better than the other natural sugars better consistency and  i know it doesnt matter  but better color unfortunately one of the natural paper bags got torn a bit in the box  it didnt look like the box was damaged so i cant tell how it happened but it was sort of pain to clean up half a bag that spilled all over the inside of the box and our kitchen when i opened it  not sure what the solution is and id order it again but if it happens again id switch to one of the brands that ship in an unnatural plastic bag
277,B000LKZK7C,A1YZV2UY0QDZTX,"Loves to Cook ""Loves""",1,2,5,1253750400,Excellent!,great service items arrived faster than expected very efficient will use this seller again i highly recommend this seller thank you for the excellent service
278,B001D07IPG,A3QN14A5DGUA0U,J. Kraayenbrink,0,0,5,1343692800,Excellent for G/F,please ignore the onestar comments if you check the bag the main ingredient is in fact whole grain brown rice and the second is rice flower with anything that is gluten free you have to add another binder which is where the corn flour comes in for someone who has celiac disease and cannot have sunchips because they contain wheat a key binder to any chip cookie or cereal this is an excellent product my spouse and i buy these a lot because they are gluten free and absolutely delicious
279,B001D07IPG,ABHXONN9HSUZI,AmandaEve011,0,0,5,1315353600,Amazing!,best flavor ever  im addicted  they are all good but these are by far the best  i could live on these  and there is no need for anymore to say
280,B001D07IPG,A3OM7Q1IVAGLUW,Pertigal,0,0,5,1275436800,Very tasty chips!,so many healthy products dont taste very good  or taste good when you first try them and then go downhill  ive had these chips on more than one occasion and they are very tasty  ive served them to guests twice and both times they wanted to know what they were and where to get them its also nice to have something glutenfree for friends who are borderline diabeticbut i would eat them anyway
281,B001D07IPG,A3BUE5AHX4M0FS,"P. Clermont ""learning God's word""",0,0,5,1272326400,YUMMY,i found these crisps at our local walmart  figured i would give them a try they were so yummy i may never go back to regular chips not that i was a big chip fan anyway the only problem is i can eat the entire bag in one sitting i give these crisps a big thumbs up
282,B001D07IPG,AQX8FF2YCO3J7,"Little D, Nigel, and Oliver's mom",0,0,5,1247529600,Excellent Taste,this is one of the best tasting crisps i have ever eaten i only buy it on special occassions because i know ill eat the whole bag
283,B001D07IPG,A27UE9HJRZ22YI,"Louie's Mom ""Compulsive Reader""",0,1,1,1280880000,Over priced chips and lack rice taste,i paid 179 for a 2 ounce pkg of these at lunch today i bought them because brown rice is a good carb  as soon as i tasted one and it tasted like a corn chip i checked the ingredients  the name is deceptive  these have masa corn flour listed in the ingredients and it overwhelms the taste  i wont buy these again  i can get sunchips for less money and similar taste
284,B000H13270,A3MBRJ5X24GXM9,sadhaka,3,4,5,1283817600,Rotel saves me on a daily basis,i use the rotel mild and i love this product so muchit saves me on a daily basis  if youre trying to cook lower fat healthier foods and in a hurry this stuff makes it so much easier  ever notice that some canned tomatos have a weird tin can taste when you make spagehetti sauce or whatever  for some reason this product doesnt have that  it tastes so good you can just dump it in with a can of beans heat and eatbr br or add some chili powder and now you have chili soup  i also make indian dishes with this and spicey spaghetti sauce  i also prefer this to most canned salsas so it works for things like quesadillas if you drain the liquid offbr br none of my local grocery stores carry it at all nor do they carry anything like it  so i have to pay amazons inflated price to order this by the case  i dont like that im paying a higher price but i love love love the product
285,B000H13270,A3J6I70Z9Q0HRX,Lindey H. Magee,1,3,5,1261785600,"it's fabulous, but *not* from amazon!",the price on this product certainly raises my attention on compairing amazon price with the local stores i can get a can of this rotel at my local kroger for 1 dissapointing
286,B000H13270,A1YLOZQKBX3J1S,"R. Lee Dailey ""Lee_Dailey""",1,4,3,1221177600,too expensive,howdy yallbr br the actual product is very good  id rate the item a 4 on its own however its only one dollar at the local grocery and   twenty eight dollars per twelve pack  these are running almost two and a half dollars eachbr br as i said too expensive sigh  i was really hoping to get them at something approaching the local costbr br take carebr lee
287,B000H13270,AVQIRN6E7J7UA,imdebra,0,4,3,1280534400,Not mild enough for me lol,nothing wrong with the product but i sure had to mix it with lots of other ingredients to make it edible to me in texas i was called a babymouth  not into very spicyhot foodsbr br for comparison im comfortable with tostitos medium chunky salsa 1 can of this milder rotel mixed with 2 slightly larger cans of diced tomatoes was still way too hot for me to use as salsa for chips i used some of this to make a sort of southwestern cornbread that was good though
288,B001UJEN6C,A1XM65S80UQ2MD,Joseph Kagan,13,13,5,1276214400,Great Natural Energy,this is a fantastic product and i wish it was readily available in most stores its taste is not the greatest but its a 25 oz shot and its gone in a second it tastes more or less like a concentrated sweet tea for the record ive had 5 hour energy and that tastes far worse i will put up the taste for the results its got 150mg of caffeine which is the equivalent of the big red bulls and monsters i cant stand sucralose and sugar substitutes and this is one of the only shot sized energy drinks that has only sugar in it the sugar is at 9g which isnt horrible i used to drink 4 16oz red bulls a day for the caffeine and this gives me far better energy and is much more subtle my preference is black coffee but i cant drink 812 cups a day anymore overall steaz does it right real organic ingredients in moderate amounts and they create big results
289,B001UJEN6C,AFUMZHRZJG0H0,Wonder Woman 89,6,6,5,1280188800,I like this stuff,i have to get up really early to work out before work and i get super tired by the middle of the afternoon i was drinking one 5 hour energy usually extra strength each day it worked well but gave me a jittery feeling almost headachy but not quite my husband got me to try this and i was skeptical but for me it works as well if not better than the 5 hour energy and doesnt give me that jittery almostheadache feelingbr br i dont mind the tasteit reminds me of the inside of a fig newton mmm and the price is ok on amazon anyway at my grocery store they were almost 3 each yikebr br and its organicso i can feel good about it right its all about me feeling good
290,B001UJEN6C,AIW47KAXVTR0X,"C. Williams ""will5927""",7,8,5,1268092800,Great Energy,i bought these for my husband and he said they are the best energy shots out there he takes one in the mornings and works hard all day good stuff
291,B001UJEN6C,A1R2P21ZYNJCFJ,"Mare Laden ""Mare""",6,7,3,1258675200,Not sure,i am a energy junkie and im not sure if this works or not but what i do know is that the taste is not the greatest i do drink the steaz energy drink and i think i get the same results i like this products because it is  more natural then the others
292,B001UJEN6C,A37AO20OXS51QA,"Roderic Rinehart ""Roderic""",3,3,5,1311292800,"The best energy shot out there, smooth and organic!",if you want an organic energy shot your choices are this one from steaz and the assorted flavors from guayaki guayaki yerba mate is actually in the steaz energy shot and energy drinks and they both use sambazon acai so there are some similarities in ingredientsbr br great energy burst for 4 hours on a steaz energy shot and no withdrawals or headaches afterwards plan on drinking one every day at lunch at work this will help me cut down on my iced coffees which are not helping my calorie intakebr br already ordering 12packs on subscribe and save 2 per month great value
293,B001UJEN6C,A3R6W1FEYDNT8V,R. Lewis,3,3,5,1299024000,"Fantastic, natural energy",i was looking for a natural energy shot that works and i found it steaz energy shot is my favoritebr br i recently had gastric bypass surgery so tons of sugar is a nono and im also allergic to sucralose splenda so most other energy drinks are outbr br i tried bazi energy shots and they didnt work as well as steaz and definitely didnt taste as well these have a taste thats almost like cocacolanot bad at allbr br if youre looking for natural energy give these a try
294,B001UJEN6C,A2VBZOK3SVSDWA,Jennifer Gray,3,3,5,1294790400,Way better than Guayaki!,i had tried both of the guayaki energy shots and i dont like the taste of either of them this one has more natural caffeine and tastes much better i like them cold for sure my husband and i take these on road trips in a little cooler with ice and waters and we dont have to make stops for coffee especially on the turnpikes where its just way too expensive its worth the  per shot we normally split them im really sensitive to caffeine even the natural kind so i get a little weird if i drink the whole thing but thats the same for coffee too for me my husband drinks the whole shot and gets a nice wake up boost i would recommend these over any of the sinthetic shots out there you can feel good about putting this in your body ill be ordering again soon for sure
295,B001UJEN6C,AREOHWLWVX0A8,John Erikson,5,6,3,1259971200,Doesn't taste that good but provides you the energy,i purchased it because it was on sale in terms of the energy it provides it works but the taste leaves something to be desired i tried mixing it with some water to make it more drinkable
296,B001UJEN6C,ADWJAJZTHNYN6,D. J. Lawhead,2,2,5,1322697600,Rocket in a Bottle,ive been feeling extremely tired around the late afternoon as a software engineer this is entirely unacceptable so i asked the nice lady at the counter of my local whole foods market for something that will give me that extra energy i need to get through the daybr br she excitedly returned with a suspicious little green bottle over three hours after drinking whatever that was my brain is still working at unnatural speeds to summarize my experiences i believe this worksbr br she did explain that i needed to drink plenty of water with it which i personally feel helped the energy level so if youre feeling tired during the day and hate coffee give this a shot  preferably before you eat anythingbr br woot
297,B001UJEN6C,A3UD9G34YLWVXE,Thezwomann,2,2,4,1322265600,This stuff works!!!,the energy shot truly does work it had a terrible aftertaste at first but now that i know what to expect i am getting used to it i always have some water handy as a chaserwhich helps i am so glad to have found something that gives me the energy i need without all the chemicals found in other beverages its helped me kick my addiction to diet coke and other aspartamelaced caffeinated beverages yay
298,B001UJEN6C,A2Y4IWY1ZXLXH8,mase310,1,1,5,1335139200,Favorite energy shot and all natural too!,ive tried 5hour energy red rain nos and other energy shots  this is my favorite in terms of taste and effect  plus its somewhat reassuring to know that natural ingredients are used  sometimes i wonder what im really putting into my body with some of the other brands  i purchase a box about once every 2 months for the past 2 years
299,B001UJEN6C,AHAX3RWULQD6T,Kevin D. Schoeninger,1,1,5,1334793600,natural energy boost,if youre looking for an energy boost without artificial sweeteners and other chemicals this is a great option  the taste is decent and it is a nice smooth uplift without jitters
300,B001UJEN6C,A2LFHPZFG1OHBZ,Joanna Capello-Paul,2,3,5,1320451200,Best energy shot I have ever tasted!,i first found steaz berry energy shots at a local organic market i bought two bottles which cost just under three dollars each i fell in love instantly the drink is delicious  i can taste the yerba mate and the acai juice like a slightly bitter fruity chocolate honey tea i am very sensitive to sucralose splenda which is in so many energy drinks these days i also hate the taste i love that steaz has actual sugar and no artificial sweeteners the rush it gives me is slow and even i have several medical conditions including fibromyalgia which saps me of energy and causes intense pain i like how steaz helps clear away the fatigue and fog so i can get things done no caffeine jitters even though there are 150 mg of caffeine in each bottlebr it was becoming expensive for me to buy the bottles separately at stores so i started looking online for a bulk price i am so thrilled to have found the pack of 12 on amazon i signed up for amazon prime specifically for this product hah
301,B001UJEN6C,A297HRGWRID7I6,Mariza R Barnes,0,0,5,1347321600,The Best,i have tried other energy shots and this one is the only one that really makes me feel good and energized without any other sides effects at all its also the best taste others taste like medicine this one has a tea fresh taste i love it
302,B001UJEN6C,AMYAHFQZI19LS,longlivedave,0,0,5,1345680000,Tested by a trucker,i drive otrover the road truck and this helps to keep me alert it has no sugar high  no crash im on a autoship which i like the price is very good ive seen it over 2 bucks in the store
303,B001UJEN6C,A28VTF9FQ42SBV,jeremygiesel,0,0,5,1344729600,Good Stuff,products takes pretty good and it doesnt leave you gittery  with subscibe and save as well as prime membership i pay below  2 a shot  my wife tried them and now she drinks them like they are going out of style  i moderate mine and they make for more effective use before weight training  i recommend this product to anyone who is looking for a healthier alternative to high sugar and unnatural products that are everywhere that still gives you the results of an awesome energy drink
304,B001UJEN6C,A2H03V8PAZDU9J,LMPGAP,0,0,5,1339200000,Great energy drink without artificial ingredients,i use this product daily and it provides a steady stream of energy  i do not get jittery or crash  it also helps me practice portion control because it acts as a slight appetite suppressant
305,B001UJEN6C,AUXHG88OYWCGM,Nicholas Wagner,0,0,5,1333411200,"Flavor getting better, energy is great",ive been buying and drinking this for over a year now and the energy boost is excellent with a continuous 6hour effect the most recent shipments seem to have improved the flavor slightly as well or perhaps im getting more used to it i dont drink it for the flavor but its not as heinous as the fake flavors found in the other nonorganic energy shots
306,B001UJEN6C,ATN552TF5V40Z,Lh,1,5,1,1326758400,So awful I can barely describe,this is the first time ive really been misled by other reviews on amazon i like 5hr energy i find rain ok and so i thought id try this product based on the reviews boy am i sorry i gagged getting one bottle down even with my nose pinched really and it leaves the worst medicinal taste in your mouth afterwards 8 tic tacs at once did not get rid of it but worst of all within an hour i was yawning and drowsy unless you really like things that taste of a weird teaflavored cough syrup and dont work dont buy this i dont know what to do with the other 11 bottles big fail
307,B003EMU7EU,A3DSWITPB6NBT5,benvenutofam,0,0,4,1287619200,could use only once,i loved this mold  i wished i could have used it for more than one occasion but it didnt last  i did use it to make 30 suckers for my daughters first birthday but there was going to be no way that the mold could be salvaged after that  i would have liked to have kept to use on other occasions but for the price it didnt matter to me that much  it served its main purpose
308,B0064KOUNI,A215QEI3FPLVXU,"Carol L. Chmiel ""Carol Chmiel""",0,0,5,1349136000,VANILLA TOOTSIE ROLLS,you have to try the vanilla tootsie rolls  the regular chocolate ones are good but these are the best ever
309,B003YDP5PA,AAZ084UMH8VZ2,"D. L. Brown ""A Knower Of Good Things""",3,3,5,1299196800,One of my Favoritte foods,try this you might like it i did and i am quite addicted it is too easy to prepare it tastes great and it absorbs the flavors you cook it with the price is really good and well worth the purchase if you like this type of couscous like i do then give this one a tryit can be eaten hot room temp or in a cold salad with a variety of greens and other flavors it takes on the other flavors very well when mixed i cooked the couscous with a broth and oilive oil for added flavor and it rocked my taste buds big time i will be back for more
310,B003YDP5PA,AFLLCB3F28N6A,FL-Gal,2,2,5,1320451200,Fantastic!,this tricolor couscous is really goodfull of flavor and fun to eat  i love the texture  i cook in chicken broth and add some minced garlic and chopped herbs parsley cilantro along with some red pepper flakes  at the end of cooking i add some olive oil and this makes a wonderful side dishhighly recommend
311,B003YDP5PA,A3T8PIRVS2LX4P,MLadyJ,1,1,5,1305072000,WOW,i tried to find israeli couscous in a number of upsacale grocery stores and no luck  so i decided to try good ole amazoncom and selected this product  it is so goodadd a few herbs and its a great side dish or add more and make a pasta type saladso very good  i am hooked  great flavor and so easy to prepare
312,B003YDP5PA,A18RVAXFLALN6E,"DF ""Dinky""",0,0,1,1343520000,Very Dissapointed,the package came with the label torn off and no cooking instructions i know how i normally cook couscous so tried 34 cup water to 1 cup couscousbrought to a boil and let sit covered for 5min it was mushy and tastelesswe have thrown out the rest of the container
313,B002X9JNYU,AVPSSODZIDABZ,HELfromBL,1,3,1,1323388800,what quantity is it!,i wouldnt even think of buying this product unless i know the price per unit how can i compare other items online or in a store
314,B001EPQ0J0,A2RXRKRI8YSQWQ,Susan Toy,0,0,5,1341014400,Very Good Coffee,i love ordering whole bean coffee on amazon  i like this so much that this my first product review  i have to say that im usually not a big fan of flavored coffee but i thought i would give it a try  when my husband started grinding it up i could smell it throughout the house  sometimes with flavored coffees the smell is there but the taste isnt  however not with this one  im now going to order another flavor from this company and will give it a try
315,B001EPQ0J0,A2KADAQBR8NG80,"Maggi ""Mags""",0,0,5,1290384000,Very Tasty,i love this coffee i do wish it came already ground as i dont have a grinder and use a blender instead but its worth it many flavored coffees ive tried only seem to have a flavored odor that doesnt reach the coffee but this one manages both
316,B001EPQ0J0,A2L3IECPFB956F,D. Alger,0,0,5,1268265600,Excellent coffee,this brand of coffee has been available in my local stores for some time  ive believe the company is local  ive been drinking it for quite some time and have not tired of it  im particularly fond of the turtle sundae but all the flavors are good  i cant say that ive had a bad onebr br as it turns out its less expensive to order it from amazon and have it show up at my front door than it is for me to run out to the local walmart to get it  its a no brainer  try it if you like rich flavored coffee youll like it
317,B000O9Y62A,A137DV4YVGWDCR,M. AIMINO,0,0,5,1332460800,Hot!,it is hot i love it tasty and a little sweet i usually scoff at salsas labeled as hot but this one lives up to its billing
318,B000O9Y62A,A89KN0ADLUNPW,Scott E. Packard,0,0,5,1250208000,Hot and delicious,i consume about a jar every two weeks of this either adding it to fajitas or using it as a corn chip dip  it is hot but after awhile the medium salsa suprema was too mild for me i thought maybe id cut down how much i ate by going to the hot salsa ranchera  its hot enough that people who arent used to it will say thats hotbr br flavor bright and forward  the similarly hot salsa victoria is a duller taste to me i guess earthy  this salsa is much brighter in the mouth  i dont like to go hotter than this because the sauces ive tried lose any resemblance to yummy salsa and just taste hot this happens to me with tabasco sauce for examplebr br a drawback is la victoria doesnt make a larger bottle of salsa ranchera nor salsa victoria nor do they sell them in  or sams club  to get a good deal you have to watch for sales
319,B00283TPYE,A1SH7OWQ98P6FI,Colleen Clark,0,0,5,1350691200,Swiss Chalet,service was great but i meant to buy swiss chalet chicken sauce not the marinade br br love the sauce  have yet to try the marinade
320,B001FB69YY,AJM8UGFV16NS8,dewalt66,0,0,5,1316736000,Oyster Sauce,use frequently as we like to do asian dishes at least once a week  love this product  fast shipping as usual  would buy again
321,B004OYBN7C,AVD1K8KU6Z86U,Jeffrey M. Moisan,1,1,5,1305417600,ABSOLUTELY DELICIOUS!,these individually wrapped pieces are delicious although i wish there were a few more mildly sweet with no sugarfree aftertaste even a traditional marzipanaholic should enjoy these
322,B000JEHAHS,AJ7Q49CTJ1BOC,24fan,4,4,5,1168473600,Great gag gift,put this in my husbands stocking for christmas and it was a hit
323,B000JEHAHS,A2MMFEZ728S1MA,Deborah A. Young,0,1,3,1232409600,arrived FAST,i was amazed at how quickly it arrived  it is a cute stocking stuffer but only ok as far as user appeal  you get what you pay for
324,B000JEHAHS,A1GUR2DMGWUIGL,"Annie ""Annie""",1,4,3,1200182400,Penguin Pooper,toy was typical quality i expected  i got taken for a major ride on the shipping
325,B000JEHAHS,A2CU16YU1KEOUY,"Hurricane Ridge ""Chris""",5,19,1,1168300800,Never Arrived,so we cancelled the order  it was cancelled without any problem  that is a positive note
326,B003VTN95K,A6Y49ZNS6NPN0,Ute H. Bischoff,0,0,5,1345334400,coffee-mate coffee creamer hazelnut,i love the convenience of the singles the best creamer aroundtaste is just like the big bottle i can stick them in my purse and take them to work
327,B003VTN95K,A3G467T8H2U4F1,Breanna,0,0,5,1342137600,No broken creamers!,these creamers come in 4 packs of 25 i have taken one to work and opened one for home so far and havent found a single broken or leaking creamer yet i usually have way too much cream and sugar in my coffee but with these it is easy for me to cut down on the sweetness because i wont allow myself more than 2 creamers per cup i think this is definitely the best option for buying creamers from amazon since all the other listings have a lot of complaints about creamers breaking in shipping
328,B003VTN95K,AKG4UJNVSHHAD,flowergirl,0,0,4,1340582400,Shipped great,even though we are international delight fans we were not completely dissapointed by this product we had no problem with the shipment but the creamer itself is thinner than international delight other than that we are happy d
329,B003VTN95K,A1J7ZSFU0SO3D4,ck,0,0,5,1336003200,Better Packaging,besides the obvious convenience and portability of the individual creamers i liked this item specifically because of packaging i couldnt believe how many reviews i read about coffee creamer cups but many of the amazon creamer options both coffeemate and international delight had multiple negative reviews due to the shipment arriving with broken cups thanks to sloppy packagingbr br that was not an issue here the shipment arrived in four dispensing boxes of 50 each as shown in the photo those boxes were tightly packed in a thick cardboard box which could take a good beating before damaging the inner boxes thus none of my cups were broken no waste and no sloppy drippy mess plus the four boxes means i could put one in the kitchen one in the bathroom we moved our mini keurig there when we upgraded the kitchen keurig  best idea my husband ever had and one at work with a reserve for whichever runs out firstbr br if you are looking for these mini creamers but deterred like i was by the negative packaging reviews on other options this is your best bet as a bonus the auto delivery price is very reasonable
330,B003VTN95K,A3GLQSR6MTHXGL,Donna Kelly,0,0,5,1330214400,coffee-mate creamer,this seller is very nice  and the price is very good  the only reason i stop ording is bacause i went to sugar free and at that time he did not have it  but for those of you that dont have to watch there fat in take i would get this product from them
331,B003VTN95K,A3KVJ2DVCLO0HB,Gadget girl,0,0,5,1326758400,Perfect for work,i purchased these coffee mate singles to use at work along with the coffee tea bags  theyre great because they dont require refrigeration
332,B007DJ0O9I,A24GM452AKJTT9,AMAZONGURL,0,0,1,1349827200,AWFUL,i received the items in a timely manner upon receipt i removed a pack to consume the poptart was stale and left an awful taste in my mouth
333,B007DJ0O9I,A328TUPI6HYZSF,Maplerise Mom,0,1,5,1336521600,Pop-Tarts Work of Art,i found these new spring poptarts and bought them on a whim  my kids and i were amazed and delighted at the fun colorful amazingly detailed artwork on these poptarts  fantastic for after school snacks lunch boxes and school treats tie with a ribbon for a bright thinking of you this spring gift  the only challenge is finding more in stores  way to go kelloggs  fantastic product
334,B00469VSJI,A28D8FT2NNCS2Z,calledoutwithwords,1,1,5,1320710400,"Yes, this is real excellent coffee!!!",yes i am having a cup right now  i went all over town looking for this coffee after been invited to a non profit organization to a banquet and besides the delicious food they top it off with this amazing delicious coffee  i paid and extra 20 bucks to get it right way and it is worth the money highly recommend
335,B00469VSJI,A2EVOV2OZBQU53,Explorer777,0,0,1,1336694400,Does not taste very good,taste like it is stale  will not order this again  i had this coffee at a 50th year annerversery at a reception hall and had to have it  this stuff tasted nothing like the douwe egberts at the hall  this is possibly stale coffee
336,B00469VSJI,A1447CDAPZGLYV,SANA AWAR,0,0,1,1326499200,No no,serveice delivery with the seller was excellent the product was not will not order again bad taste iam not sure if it was old or that how it tastes i throw it right away i coudl not drink it
337,B002SRAU80,A156LLD3VZJGC2,D. W. Knowlington,0,0,5,1350604800,The king of all seasoning salts.,this is honestly the best seasoning salt in all the land  it tightens up any dish not spicy just perfectly seasoned  its perfect hence my purchase of this 35 oz mamma jamma
338,B0067LDV66,A1KZ67VEU7CJQ3,Bprice,1,1,5,1345334400,Toasted Sesame oil,the order arrived as advertised i have had only a few chances to use it but it is awesome the flavor is exactly what i hoped for it may take me a while to finish the entire gallon but i will definnantly order again
339,B0067LDV66,A26EQ8U96JA92T,Jody,0,0,5,1347062400,"Tasty, tasty tasty!",i like a lot of sesame oil and use it in salads regularly  great quality flavor and aroma  cant beat that its organic
340,B000HKYP9A,A2CHZ5Q2EF3IR3,Mommy with an Opinion,2,2,5,1168905600,"Love, Love, Love These!",bought a set of two when my son was about 6 months and we started taking them with us whenever we went out to eat  i cut up cantaloupe apple banana even used sweet potatoes a few times just whatever i could get at the restaurant and it would keep my son busy long enough that i could actually eat  its great because i didnt have to be overly worried about him choking on big chunks and he got to try out new foods  i wouldnt hesitate to buy this again
341,B000HKYP9A,AD5WAUA14YD6N,M. Knapp,0,0,4,1281657600,"great for eating whole foods, clean with veggie brush",i have a slightly different version of this  different brand  my son started using it around six months and he really enjoys it  he does get messy if he eats something sticky or juicy like banana or watermelon but whatever  anyway i also had trouble cleaning it until i tried scrubbing it with a nail or vegetable brush  that works pretty well  it takes some time but not as much as it would take to run food through a food mill or blender or cut it up then clean it up off him the chair the floor the dog me well you get the picture
342,B000HKYP9A,AHMKE1AJEHHS3,"J. Ponce ""MPonce""",0,0,5,1190678400,Absolutely LOVE IT!!,what a great idea my daughter love itbr i dont think is difficult to wash i mean is not like just toss water and thats it but come onbr absolutely recommend it
343,B000HKYP9A,A6VEEE9HOL004,"Jaime M ""Luc's Mom""",0,0,3,1180224000,Only good for ice,this product is impossible to wash and actually get cleaned  i couldnt get the food pieces out to save my life i tried scrubbing them out and even washed it in the dishwasher as it suggests
344,B000HKYP9A,A3JBI5QDS32UEM,J. Foreman,0,0,5,1173484800,Great for teething,i loved this product for fruits and other food that i didnt want my new baby to choke on  i also used it to put ice in when my baby was teething it worked great for this as well as for the food i didnt like bananas in it thoughimpossible to get clean
345,B000HKYP9A,AMNCDXFZKL6MZ,C. Lamberts,0,0,3,1173484800,Wonderful idea-difficult to clean.,i love love love the idea of this product and my little one loves loves loves to use it  she gets fresh fruit and other tasty things and i dont have to worry about her choking  the only drawback is that bits of food get stuck in the mesh and the seams and are impossible to get out  granted some foods are more difficult than others and some dont cause that much of a problem  bananas however have pretty much destroyed a couple of them  while i love this product i think that next time i will get the one that has the removable and replaceable mesh bags
